transaction_id,from_account,to_account,amount,transaction_type,timestamp,from_node,to_node,status
TX004316,ACC0581,ACC0950,3145.31,TRANSFER,2024-01-03 23:56:00,C,C,PENDING
TX004317,ACC0559,ACC0188,1886.07,TRANSFER,2024-01-03 23:57:00,B,C,PENDING
TX004318,ACC0897,ACC0854,2190.1,TRANSFER,2024-01-03 23:58:00,A,C,PENDING
TX004319,ACC0142,ACC0540,2215.09,TRANSFER,2024-01-03 23:59:00,B,A,PENDING
TX004320,ACC0321,ACC0516,4675.05,TRANSFER,2024-01-04 00:00:00,A,A,PENDING
TX004321,ACC0730,ACC0367,2347.21,TRANSFER,2024-01-04 00:01:00,B,B,PENDING
TX004322,ACC0438,ACC0478,2108.32,TRANSFER,2024-01-04 00:02:00,A,B,PENDING
TX004323,ACC0421,ACC0473,148.09,TRANSFER,2024-01-04 00:03:00,B,C,PENDING
TX004324,ACC0573,ACC0028,4787.88,TRANSFER,2024-01-04 00:04:00,A,B,PENDING
TX004325,ACC0432,ACC0091,3781.72,TRANSFER,2024-01-04 00:05:00,A,B,PENDING
TX004326,ACC0630,ACC0929,1518.93,TRANSFER,2024-01-04 00:06:00,A,C,PENDING
TX004327,ACC0249,ACC0595,2565.91,TRANSFER,2024-01-04 00:07:00,A,B,PENDING
TX004328,ACC0131,ACC0636,2720.92,TRANSFER,2024-01-04 00:08:00,C,A,PENDING
TX004329,ACC0580,ACC0899,1473.78,TRANSFER,2024-01-04 00:09:00,B,C,PENDING
TX004330,ACC0774,ACC0866,1969.37,TRANSFER,2024-01-04 00:10:00,A,C,PENDING
TX004331,ACC0413,ACC0687,39.7,TRANSFER,2024-01-04 00:11:00,C,A,PENDING
TX004332,ACC0827,ACC0782,4375.81,TRANSFER,2024-01-04 00:12:00,C,C,PENDING
TX004333,ACC0472,ACC0860,281.19,TRANSFER,2024-01-04 00:13:00,B,C,PENDING
TX004334,ACC0057,ACC0277,4151.17,TRANSFER,2024-01-04 00:14:00,A,B,PENDING
TX004335,ACC0666,ACC0110,1674.08,TRANSFER,2024-01-04 00:15:00,A,C,PENDING
TX004336,ACC0100,ACC0842,1459.98,TRANSFER,2024-01-04 00:16:00,B,C,PENDING
TX004337,ACC0494,ACC0708,1663.22,TRANSFER,2024-01-04 00:17:00,C,A,PENDING
TX004338,ACC0063,ACC0125,3704.96,TRANSFER,2024-01-04 00:18:00,A,C,PENDING
TX004339,ACC0691,ACC0524,3699.42,TRANSFER,2024-01-04 00:19:00,B,C,PENDING
TX004340,ACC0055,ACC0719,1033.27,TRANSFER,2024-01-04 00:20:00,B,C,PENDING
TX004341,ACC0148,ACC0576,3704.72,TRANSFER,2024-01-04 00:21:00,B,A,PENDING
TX004342,ACC0508,ACC0140,1125.48,TRANSFER,2024-01-04 00:22:00,B,C,PENDING
TX004343,ACC0692,ACC0656,4262.76,TRANSFER,2024-01-04 00:23:00,C,C,PENDING
TX004344,ACC0309,ACC0644,1561.35,TRANSFER,2024-01-04 00:24:00,A,C,PENDING
TX004345,ACC0960,ACC0007,4030.03,TRANSFER,2024-01-04 00:25:00,A,B,PENDING
TX004346,ACC0639,ACC0705,1011.49,TRANSFER,2024-01-04 00:26:00,A,A,PENDING
TX004347,ACC0069,ACC0001,773.58,TRANSFER,2024-01-04 00:27:00,A,B,PENDING
TX004348,ACC0902,ACC0124,2603.91,TRANSFER,2024-01-04 00:28:00,C,B,PENDING
TX004349,ACC0254,ACC0210,527.0,TRANSFER,2024-01-04 00:29:00,C,A,PENDING
TX004350,ACC0026,ACC0853,2533.96,TRANSFER,2024-01-04 00:30:00,C,B,PENDING
TX004351,ACC0401,ACC0057,4630.96,TRANSFER,2024-01-04 00:31:00,C,A,PENDING
TX004352,ACC0308,ACC0415,2423.76,TRANSFER,2024-01-04 00:32:00,C,B,PENDING
TX004353,ACC0189,ACC0840,1182.29,TRANSFER,2024-01-04 00:33:00,A,A,PENDING
TX004354,ACC0869,ACC0560,1308.75,TRANSFER,2024-01-04 00:34:00,C,C,PENDING
TX004355,ACC0628,ACC0698,2201.26,TRANSFER,2024-01-04 00:35:00,B,C,PENDING
TX004356,ACC0674,ACC0632,624.75,TRANSFER,2024-01-04 00:36:00,C,C,PENDING
TX004357,ACC0150,ACC0652,118.07,TRANSFER,2024-01-04 00:37:00,A,B,PENDING
TX004358,ACC0146,ACC0839,3725.55,TRANSFER,2024-01-04 00:38:00,C,C,PENDING
TX004359,ACC0247,ACC0175,2562.46,TRANSFER,2024-01-04 00:39:00,B,B,PENDING
TX004360,ACC0717,ACC0560,1009.75,TRANSFER,2024-01-04 00:40:00,A,C,PENDING
TX004361,ACC0492,ACC0297,1454.35,TRANSFER,2024-01-04 00:41:00,A,A,PENDING
TX004362,ACC0103,ACC0983,2947.93,TRANSFER,2024-01-04 00:42:00,B,C,PENDING
TX004363,ACC0377,ACC0684,1383.15,TRANSFER,2024-01-04 00:43:00,C,A,PENDING
TX004364,ACC0396,ACC0715,4001.28,TRANSFER,2024-01-04 00:44:00,A,B,PENDING
TX004365,ACC0476,ACC0427,4069.33,TRANSFER,2024-01-04 00:45:00,C,B,PENDING
TX004366,ACC0152,ACC0029,1424.28,TRANSFER,2024-01-04 00:46:00,C,C,PENDING
TX004367,ACC0124,ACC0578,1953.25,TRANSFER,2024-01-04 00:47:00,B,C,PENDING
TX004368,ACC0595,ACC0311,180.08,TRANSFER,2024-01-04 00:48:00,B,C,PENDING
TX004369,ACC0667,ACC0915,3289.39,TRANSFER,2024-01-04 00:49:00,B,A,PENDING
TX004370,ACC0456,ACC0044,4541.46,TRANSFER,2024-01-04 00:50:00,A,C,PENDING
TX004371,ACC0364,ACC0986,705.12,TRANSFER,2024-01-04 00:51:00,B,C,PENDING
TX004372,ACC0904,ACC0741,2297.17,TRANSFER,2024-01-04 00:52:00,B,A,PENDING
TX004373,ACC0010,ACC0163,1795.16,TRANSFER,2024-01-04 00:53:00,B,B,PENDING
TX004374,ACC0877,ACC0882,2521.0,TRANSFER,2024-01-04 00:54:00,B,A,PENDING
TX004375,ACC0358,ACC0925,3534.06,TRANSFER,2024-01-04 00:55:00,B,B,PENDING
TX004376,ACC0400,ACC0526,323.2,TRANSFER,2024-01-04 00:56:00,B,B,PENDING
TX004377,ACC0672,ACC0156,1765.82,TRANSFER,2024-01-04 00:57:00,A,A,PENDING
TX004378,ACC0737,ACC0577,1703.06,TRANSFER,2024-01-04 00:58:00,C,B,PENDING
TX004379,ACC0733,ACC0880,3935.62,TRANSFER,2024-01-04 00:59:00,B,B,PENDING
TX004380,ACC0286,ACC0804,3815.41,TRANSFER,2024-01-04 01:00:00,B,A,PENDING
TX004381,ACC0311,ACC0946,1975.7,TRANSFER,2024-01-04 01:01:00,C,B,PENDING
TX004382,ACC0939,ACC0860,3229.22,TRANSFER,2024-01-04 01:02:00,A,C,PENDING
TX004383,ACC0386,ACC0986,2364.04,TRANSFER,2024-01-04 01:03:00,C,C,PENDING
TX004384,ACC0675,ACC0185,2884.43,TRANSFER,2024-01-04 01:04:00,A,C,PENDING
TX004385,ACC0950,ACC0520,3879.24,TRANSFER,2024-01-04 01:05:00,C,B,PENDING
TX004386,ACC0539,ACC0266,655.82,TRANSFER,2024-01-04 01:06:00,C,C,PENDING
TX004387,ACC0332,ACC0603,4776.42,TRANSFER,2024-01-04 01:07:00,C,A,PENDING
TX004388,ACC0357,ACC0599,3091.2,TRANSFER,2024-01-04 01:08:00,A,C,PENDING
TX004389,ACC0414,ACC0070,234.2,TRANSFER,2024-01-04 01:09:00,A,B,PENDING
TX004390,ACC0873,ACC0751,804.31,TRANSFER,2024-01-04 01:10:00,A,B,PENDING
TX004391,ACC0099,ACC0682,540.04,TRANSFER,2024-01-04 01:11:00,A,B,PENDING
TX004392,ACC0957,ACC0696,2387.3,TRANSFER,2024-01-04 01:12:00,A,A,PENDING
TX004393,ACC0779,ACC0238,4906.83,TRANSFER,2024-01-04 01:13:00,C,B,PENDING
TX004394,ACC0828,ACC0940,3665.91,TRANSFER,2024-01-04 01:14:00,A,B,PENDING
TX004395,ACC0243,ACC0108,4499.97,TRANSFER,2024-01-04 01:15:00,A,A,PENDING
TX004396,ACC0179,ACC0746,4463.44,TRANSFER,2024-01-04 01:16:00,C,C,PENDING
TX004397,ACC0774,ACC0997,2106.08,TRANSFER,2024-01-04 01:17:00,A,B,PENDING
TX004398,ACC0066,ACC0064,3063.4,TRANSFER,2024-01-04 01:18:00,A,B,PENDING
TX004399,ACC0118,ACC0039,4235.54,TRANSFER,2024-01-04 01:19:00,B,A,PENDING
TX004400,ACC0075,ACC0453,3819.13,TRANSFER,2024-01-04 01:20:00,A,A,PENDING
TX004401,ACC0622,ACC0647,4204.99,TRANSFER,2024-01-04 01:21:00,B,C,PENDING
TX004402,ACC0946,ACC0179,1612.58,TRANSFER,2024-01-04 01:22:00,B,C,PENDING
TX004403,ACC0716,ACC0461,1894.37,TRANSFER,2024-01-04 01:23:00,C,C,PENDING
TX004404,ACC0653,ACC0588,2786.78,TRANSFER,2024-01-04 01:24:00,C,A,PENDING
TX004405,ACC0201,ACC0259,2460.6,TRANSFER,2024-01-04 01:25:00,A,B,PENDING
TX004406,ACC0696,ACC0293,1135.23,TRANSFER,2024-01-04 01:26:00,A,C,PENDING
TX004407,ACC0760,ACC0166,2175.97,TRANSFER,2024-01-04 01:27:00,B,B,PENDING
TX004408,ACC0542,ACC0829,3952.12,TRANSFER,2024-01-04 01:28:00,C,B,PENDING
TX004409,ACC0089,ACC0597,130.97,TRANSFER,2024-01-04 01:29:00,C,A,PENDING
TX004410,ACC0983,ACC0685,490.07,TRANSFER,2024-01-04 01:30:00,C,B,PENDING
TX004411,ACC0035,ACC0830,711.41,TRANSFER,2024-01-04 01:31:00,C,C,PENDING
TX004412,ACC0006,ACC0369,3874.18,TRANSFER,2024-01-04 01:32:00,A,A,PENDING
TX004413,ACC0582,ACC0560,4323.81,TRANSFER,2024-01-04 01:33:00,A,C,PENDING
TX004414,ACC0349,ACC0190,3414.98,TRANSFER,2024-01-04 01:34:00,B,B,PENDING
TX004415,ACC0981,ACC0933,3644.13,TRANSFER,2024-01-04 01:35:00,A,A,PENDING
TX004416,ACC0541,ACC0509,958.78,TRANSFER,2024-01-04 01:36:00,B,C,PENDING
TX004417,ACC0213,ACC0585,4139.6,TRANSFER,2024-01-04 01:37:00,A,A,PENDING
TX004418,ACC0513,ACC0361,1788.86,TRANSFER,2024-01-04 01:38:00,A,B,PENDING
TX004419,ACC0922,ACC0573,4268.57,TRANSFER,2024-01-04 01:39:00,B,A,PENDING
TX004420,ACC0821,ACC0069,2200.0,TRANSFER,2024-01-04 01:40:00,C,A,PENDING
TX004421,ACC0641,ACC0386,4371.14,TRANSFER,2024-01-04 01:41:00,C,C,PENDING
TX004422,ACC0583,ACC0081,644.69,TRANSFER,2024-01-04 01:42:00,B,A,PENDING
TX004423,ACC0530,ACC0306,513.56,TRANSFER,2024-01-04 01:43:00,C,A,PENDING
TX004424,ACC0511,ACC0237,266.88,TRANSFER,2024-01-04 01:44:00,B,A,PENDING
TX004425,ACC0554,ACC0339,122.49,TRANSFER,2024-01-04 01:45:00,C,A,PENDING
TX004426,ACC0842,ACC0964,1456.58,TRANSFER,2024-01-04 01:46:00,C,B,PENDING
TX004427,ACC0849,ACC0258,1958.23,TRANSFER,2024-01-04 01:47:00,A,A,PENDING
TX004428,ACC0367,ACC0070,4363.49,TRANSFER,2024-01-04 01:48:00,B,B,PENDING
TX004429,ACC0162,ACC0992,1447.46,TRANSFER,2024-01-04 01:49:00,A,C,PENDING
TX004430,ACC0548,ACC0590,1214.58,TRANSFER,2024-01-04 01:50:00,C,C,PENDING
TX004431,ACC0531,ACC0955,3060.12,TRANSFER,2024-01-04 01:51:00,A,B,PENDING
TX004432,ACC0320,ACC0409,3097.04,TRANSFER,2024-01-04 01:52:00,C,B,PENDING
TX004433,ACC0560,ACC0715,4460.12,TRANSFER,2024-01-04 01:53:00,C,B,PENDING
TX004434,ACC0597,ACC0483,4685.27,TRANSFER,2024-01-04 01:54:00,A,A,PENDING
TX004435,ACC0270,ACC0669,159.59,TRANSFER,2024-01-04 01:55:00,A,A,PENDING
TX004436,ACC0347,ACC0432,1311.8,TRANSFER,2024-01-04 01:56:00,C,A,PENDING
TX004437,ACC0343,ACC0910,3826.03,TRANSFER,2024-01-04 01:57:00,B,B,PENDING
TX004438,ACC0143,ACC0210,2739.97,TRANSFER,2024-01-04 01:58:00,C,A,PENDING
TX004439,ACC0752,ACC0338,4621.63,TRANSFER,2024-01-04 01:59:00,C,C,PENDING
TX004440,ACC0680,ACC0935,4392.57,TRANSFER,2024-01-04 02:00:00,C,C,PENDING
TX004441,ACC0242,ACC0506,373.83,TRANSFER,2024-01-04 02:01:00,C,C,PENDING
TX004442,ACC0971,ACC0578,4522.58,TRANSFER,2024-01-04 02:02:00,C,C,PENDING
TX004443,ACC0720,ACC0856,3830.22,TRANSFER,2024-01-04 02:03:00,A,B,PENDING
TX004444,ACC0037,ACC0355,4905.47,TRANSFER,2024-01-04 02:04:00,B,B,PENDING
TX004445,ACC0973,ACC0427,2994.76,TRANSFER,2024-01-04 02:05:00,B,B,PENDING
TX004446,ACC0628,ACC0952,412.16,TRANSFER,2024-01-04 02:06:00,B,B,PENDING
TX004447,ACC0565,ACC0491,4733.54,TRANSFER,2024-01-04 02:07:00,B,C,PENDING
TX004448,ACC0278,ACC0741,218.29,TRANSFER,2024-01-04 02:08:00,C,A,PENDING
TX004449,ACC0037,ACC0509,2542.95,TRANSFER,2024-01-04 02:09:00,B,C,PENDING
TX004450,ACC0666,ACC0359,2163.26,TRANSFER,2024-01-04 02:10:00,A,C,PENDING
TX004451,ACC0311,ACC0801,4250.67,TRANSFER,2024-01-04 02:11:00,C,A,PENDING
TX004452,ACC0995,ACC0234,117.0,TRANSFER,2024-01-04 02:12:00,C,A,PENDING
TX004453,ACC0057,ACC0027,3870.33,TRANSFER,2024-01-04 02:13:00,A,A,PENDING
TX004454,ACC0831,ACC0201,2675.59,TRANSFER,2024-01-04 02:14:00,A,A,PENDING
TX004455,ACC0881,ACC0389,3412.89,TRANSFER,2024-01-04 02:15:00,C,C,PENDING
TX004456,ACC0756,ACC0019,2766.95,TRANSFER,2024-01-04 02:16:00,A,B,PENDING
TX004457,ACC0054,ACC0397,3830.75,TRANSFER,2024-01-04 02:17:00,A,B,PENDING
TX004458,ACC0713,ACC0129,2154.3,TRANSFER,2024-01-04 02:18:00,C,A,PENDING
TX004459,ACC0438,ACC0563,697.47,TRANSFER,2024-01-04 02:19:00,A,C,PENDING
TX004460,ACC0449,ACC0121,4486.76,TRANSFER,2024-01-04 02:20:00,C,B,PENDING
TX004461,ACC0926,ACC0377,1765.43,TRANSFER,2024-01-04 02:21:00,C,C,PENDING
TX004462,ACC0352,ACC0448,4591.16,TRANSFER,2024-01-04 02:22:00,B,B,PENDING
TX004463,ACC0244,ACC0238,469.03,TRANSFER,2024-01-04 02:23:00,B,B,PENDING
TX004464,ACC0011,ACC0233,2071.2,TRANSFER,2024-01-04 02:24:00,C,C,PENDING
TX004465,ACC0771,ACC0910,4040.6,TRANSFER,2024-01-04 02:25:00,A,B,PENDING
TX004466,ACC0550,ACC0582,238.44,TRANSFER,2024-01-04 02:26:00,B,A,PENDING
TX004467,ACC0822,ACC0016,4367.55,TRANSFER,2024-01-04 02:27:00,A,B,PENDING
TX004468,ACC0256,ACC0833,293.85,TRANSFER,2024-01-04 02:28:00,B,C,PENDING
TX004469,ACC0059,ACC0130,2198.39,TRANSFER,2024-01-04 02:29:00,C,B,PENDING
TX004470,ACC0290,ACC0045,1577.49,TRANSFER,2024-01-04 02:30:00,C,A,PENDING
TX004471,ACC0617,ACC0671,4453.22,TRANSFER,2024-01-04 02:31:00,C,C,PENDING
TX004472,ACC0300,ACC0133,3034.56,TRANSFER,2024-01-04 02:32:00,A,B,PENDING
TX004473,ACC0491,ACC0674,620.66,TRANSFER,2024-01-04 02:33:00,C,C,PENDING
TX004474,ACC0079,ACC0257,4692.47,TRANSFER,2024-01-04 02:34:00,B,C,PENDING
TX004475,ACC0211,ACC0507,3529.22,TRANSFER,2024-01-04 02:35:00,B,A,PENDING
TX004476,ACC0833,ACC0366,4489.22,TRANSFER,2024-01-04 02:36:00,C,A,PENDING
TX004477,ACC0880,ACC0226,2223.27,TRANSFER,2024-01-04 02:37:00,B,B,PENDING
TX004478,ACC0310,ACC0965,1841.0,TRANSFER,2024-01-04 02:38:00,B,C,PENDING
TX004479,ACC0565,ACC0300,4346.17,TRANSFER,2024-01-04 02:39:00,B,A,PENDING
TX004480,ACC0251,ACC0540,4465.96,TRANSFER,2024-01-04 02:40:00,C,A,PENDING
TX004481,ACC0327,ACC0715,2711.68,TRANSFER,2024-01-04 02:41:00,A,B,PENDING
TX004482,ACC0107,ACC0056,1739.71,TRANSFER,2024-01-04 02:42:00,C,C,PENDING
TX004483,ACC0421,ACC0723,4753.31,TRANSFER,2024-01-04 02:43:00,B,A,PENDING
TX004484,ACC0498,ACC0287,401.45,TRANSFER,2024-01-04 02:44:00,A,C,PENDING
TX004485,ACC0934,ACC0141,4208.71,TRANSFER,2024-01-04 02:45:00,B,A,PENDING
TX004486,ACC0534,ACC0237,1531.65,TRANSFER,2024-01-04 02:46:00,A,A,PENDING
TX004487,ACC0567,ACC0216,622.51,TRANSFER,2024-01-04 02:47:00,A,A,PENDING
TX004488,ACC0743,ACC0836,3941.82,TRANSFER,2024-01-04 02:48:00,C,C,PENDING
TX004489,ACC0037,ACC0241,3494.73,TRANSFER,2024-01-04 02:49:00,B,B,PENDING
TX004490,ACC0666,ACC0783,2274.28,TRANSFER,2024-01-04 02:50:00,A,A,PENDING
TX004491,ACC0117,ACC0022,2499.55,TRANSFER,2024-01-04 02:51:00,A,B,PENDING
TX004492,ACC0035,ACC0277,1397.06,TRANSFER,2024-01-04 02:52:00,C,B,PENDING
TX004493,ACC0394,ACC0308,4137.62,TRANSFER,2024-01-04 02:53:00,B,C,PENDING
TX004494,ACC0087,ACC0062,1402.67,TRANSFER,2024-01-04 02:54:00,A,C,PENDING
TX004495,ACC0625,ACC0394,2481.83,TRANSFER,2024-01-04 02:55:00,B,B,PENDING
TX004496,ACC0884,ACC0392,1929.47,TRANSFER,2024-01-04 02:56:00,C,C,PENDING
TX004497,ACC0046,ACC0230,1036.59,TRANSFER,2024-01-04 02:57:00,B,C,PENDING
TX004498,ACC0189,ACC0676,2161.11,TRANSFER,2024-01-04 02:58:00,A,B,PENDING
TX004499,ACC0054,ACC0677,1532.69,TRANSFER,2024-01-04 02:59:00,A,C,PENDING
TX004500,ACC0555,ACC0782,1745.54,TRANSFER,2024-01-04 03:00:00,A,C,PENDING
TX004501,ACC0027,ACC0932,3047.61,TRANSFER,2024-01-04 03:01:00,A,C,PENDING
TX004502,ACC0915,ACC0345,4614.27,TRANSFER,2024-01-04 03:02:00,A,A,PENDING
TX004503,ACC0930,ACC0269,4053.12,TRANSFER,2024-01-04 03:03:00,A,C,PENDING
TX004504,ACC0606,ACC0222,3788.69,TRANSFER,2024-01-04 03:04:00,A,A,PENDING
TX004505,ACC0350,ACC0744,4147.9,TRANSFER,2024-01-04 03:05:00,C,A,PENDING
TX004506,ACC0445,ACC0887,2143.47,TRANSFER,2024-01-04 03:06:00,B,C,PENDING
TX004507,ACC0747,ACC0951,3679.72,TRANSFER,2024-01-04 03:07:00,A,A,PENDING
TX004508,ACC0059,ACC0827,554.96,TRANSFER,2024-01-04 03:08:00,C,C,PENDING
TX004509,ACC0398,ACC0976,3609.27,TRANSFER,2024-01-04 03:09:00,C,B,PENDING
TX004510,ACC0695,ACC0295,4293.99,TRANSFER,2024-01-04 03:10:00,C,B,PENDING
TX004511,ACC0961,ACC0548,2322.88,TRANSFER,2024-01-04 03:11:00,B,C,PENDING
TX004512,ACC0587,ACC0737,2845.83,TRANSFER,2024-01-04 03:12:00,C,C,PENDING
TX004513,ACC0532,ACC0267,821.12,TRANSFER,2024-01-04 03:13:00,B,A,PENDING
TX004514,ACC0391,ACC0479,3730.71,TRANSFER,2024-01-04 03:14:00,B,C,PENDING
TX004515,ACC0947,ACC0244,668.04,TRANSFER,2024-01-04 03:15:00,C,B,PENDING
TX004516,ACC0016,ACC0288,3999.95,TRANSFER,2024-01-04 03:16:00,B,A,PENDING
TX004517,ACC0974,ACC0281,436.83,TRANSFER,2024-01-04 03:17:00,C,C,PENDING
TX004518,ACC0256,ACC0790,2718.59,TRANSFER,2024-01-04 03:18:00,B,B,PENDING
TX004519,ACC0346,ACC0585,1979.06,TRANSFER,2024-01-04 03:19:00,B,A,PENDING
TX004520,ACC0631,ACC0281,1814.86,TRANSFER,2024-01-04 03:20:00,B,C,PENDING
TX004521,ACC0676,ACC0257,3914.31,TRANSFER,2024-01-04 03:21:00,B,C,PENDING
TX004522,ACC0830,ACC0791,3043.92,TRANSFER,2024-01-04 03:22:00,C,C,PENDING
TX004523,ACC0128,ACC0315,2846.52,TRANSFER,2024-01-04 03:23:00,C,A,PENDING
TX004524,ACC0329,ACC0857,1329.94,TRANSFER,2024-01-04 03:24:00,C,C,PENDING
TX004525,ACC0184,ACC0455,2318.99,TRANSFER,2024-01-04 03:25:00,B,C,PENDING
TX004526,ACC0451,ACC0010,2337.53,TRANSFER,2024-01-04 03:26:00,B,B,PENDING
TX004527,ACC0990,ACC0368,2406.24,TRANSFER,2024-01-04 03:27:00,A,C,PENDING
TX004528,ACC0865,ACC0570,1097.03,TRANSFER,2024-01-04 03:28:00,B,A,PENDING
TX004529,ACC0060,ACC0594,4694.78,TRANSFER,2024-01-04 03:29:00,A,A,PENDING
TX004530,ACC0284,ACC0919,3055.54,TRANSFER,2024-01-04 03:30:00,C,B,PENDING
TX004531,ACC0322,ACC0977,329.58,TRANSFER,2024-01-04 03:31:00,B,C,PENDING
TX004532,ACC0185,ACC0265,3832.22,TRANSFER,2024-01-04 03:32:00,C,B,PENDING
TX004533,ACC0283,ACC0266,4346.59,TRANSFER,2024-01-04 03:33:00,B,C,PENDING
TX004534,ACC0131,ACC0233,3155.39,TRANSFER,2024-01-04 03:34:00,C,C,PENDING
TX004535,ACC0151,ACC0893,3093.57,TRANSFER,2024-01-04 03:35:00,B,C,PENDING
TX004536,ACC0051,ACC0239,581.09,TRANSFER,2024-01-04 03:36:00,A,C,PENDING
TX004537,ACC0040,ACC0189,3425.36,TRANSFER,2024-01-04 03:37:00,B,A,PENDING
TX004538,ACC0882,ACC0451,2903.65,TRANSFER,2024-01-04 03:38:00,A,B,PENDING
TX004539,ACC0043,ACC0567,3589.61,TRANSFER,2024-01-04 03:39:00,B,A,PENDING
TX004540,ACC0063,ACC0975,3575.6,TRANSFER,2024-01-04 03:40:00,A,A,PENDING
TX004541,ACC0266,ACC0999,1294.65,TRANSFER,2024-01-04 03:41:00,C,A,PENDING
TX004542,ACC0695,ACC0866,4288.88,TRANSFER,2024-01-04 03:42:00,C,C,PENDING
TX004543,ACC0362,ACC0554,3594.41,TRANSFER,2024-01-04 03:43:00,C,C,PENDING
TX004544,ACC0615,ACC0241,1755.15,TRANSFER,2024-01-04 03:44:00,A,B,PENDING
TX004545,ACC0080,ACC0520,2224.63,TRANSFER,2024-01-04 03:45:00,C,B,PENDING
TX004546,ACC0524,ACC0080,1192.52,TRANSFER,2024-01-04 03:46:00,C,C,PENDING
TX004547,ACC0334,ACC0585,1863.08,TRANSFER,2024-01-04 03:47:00,B,A,PENDING
TX004548,ACC0843,ACC0698,2085.69,TRANSFER,2024-01-04 03:48:00,A,C,PENDING
TX004549,ACC0658,ACC0437,4380.51,TRANSFER,2024-01-04 03:49:00,B,C,PENDING
TX004550,ACC0147,ACC0026,1639.44,TRANSFER,2024-01-04 03:50:00,A,C,PENDING
TX004551,ACC0808,ACC0369,1681.58,TRANSFER,2024-01-04 03:51:00,B,A,PENDING
TX004552,ACC0418,ACC0919,3263.37,TRANSFER,2024-01-04 03:52:00,B,B,PENDING
TX004553,ACC0482,ACC0966,4867.77,TRANSFER,2024-01-04 03:53:00,C,A,PENDING
TX004554,ACC0637,ACC0032,809.96,TRANSFER,2024-01-04 03:54:00,B,C,PENDING
TX004555,ACC0046,ACC0298,4652.24,TRANSFER,2024-01-04 03:55:00,B,B,PENDING
TX004556,ACC0934,ACC0606,137.42,TRANSFER,2024-01-04 03:56:00,B,A,PENDING
TX004557,ACC0624,ACC0217,4042.09,TRANSFER,2024-01-04 03:57:00,A,B,PENDING
TX004558,ACC0524,ACC0733,3906.56,TRANSFER,2024-01-04 03:58:00,C,B,PENDING
TX004559,ACC0521,ACC0803,2911.62,TRANSFER,2024-01-04 03:59:00,C,C,PENDING
TX004560,ACC0353,ACC0963,1082.19,TRANSFER,2024-01-04 04:00:00,C,A,PENDING
TX004561,ACC0851,ACC0597,172.67,TRANSFER,2024-01-04 04:01:00,C,A,PENDING
TX004562,ACC0744,ACC0154,1911.64,TRANSFER,2024-01-04 04:02:00,A,B,PENDING
TX004563,ACC0665,ACC0081,4776.34,TRANSFER,2024-01-04 04:03:00,C,A,PENDING
TX004564,ACC0982,ACC0958,4961.67,TRANSFER,2024-01-04 04:04:00,B,B,PENDING
TX004565,ACC0579,ACC0516,4989.09,TRANSFER,2024-01-04 04:05:00,A,A,PENDING
TX004566,ACC0646,ACC0562,3672.42,TRANSFER,2024-01-04 04:06:00,B,B,PENDING
TX004567,ACC0552,ACC0751,615.0,TRANSFER,2024-01-04 04:07:00,A,B,PENDING
TX004568,ACC0900,ACC0541,3993.05,TRANSFER,2024-01-04 04:08:00,A,B,PENDING
TX004569,ACC0622,ACC0484,3299.4,TRANSFER,2024-01-04 04:09:00,B,B,PENDING
TX004570,ACC0533,ACC0452,1591.53,TRANSFER,2024-01-04 04:10:00,C,C,PENDING
TX004571,ACC0200,ACC0857,2880.47,TRANSFER,2024-01-04 04:11:00,C,C,PENDING
TX004572,ACC0933,ACC0250,1650.14,TRANSFER,2024-01-04 04:12:00,A,B,PENDING
TX004573,ACC0819,ACC0787,4887.6,TRANSFER,2024-01-04 04:13:00,A,B,PENDING
TX004574,ACC0237,ACC0467,1580.93,TRANSFER,2024-01-04 04:14:00,A,C,PENDING
TX004575,ACC0996,ACC0119,3468.43,TRANSFER,2024-01-04 04:15:00,A,C,PENDING
TX004576,ACC0456,ACC0751,4788.47,TRANSFER,2024-01-04 04:16:00,A,B,PENDING
TX004577,ACC0420,ACC0371,407.65,TRANSFER,2024-01-04 04:17:00,A,C,PENDING
TX004578,ACC0574,ACC0518,391.45,TRANSFER,2024-01-04 04:18:00,B,C,PENDING
TX004579,ACC0371,ACC0670,2425.93,TRANSFER,2024-01-04 04:19:00,C,B,PENDING
TX004580,ACC0236,ACC0460,3933.66,TRANSFER,2024-01-04 04:20:00,C,B,PENDING
TX004581,ACC0236,ACC0584,4140.83,TRANSFER,2024-01-04 04:21:00,C,C,PENDING
TX004582,ACC0129,ACC0948,2692.7,TRANSFER,2024-01-04 04:22:00,A,A,PENDING
TX004583,ACC0796,ACC0932,2044.01,TRANSFER,2024-01-04 04:23:00,B,C,PENDING
TX004584,ACC0599,ACC0682,699.32,TRANSFER,2024-01-04 04:24:00,C,B,PENDING
TX004585,ACC0267,ACC0815,1441.56,TRANSFER,2024-01-04 04:25:00,A,C,PENDING
TX004586,ACC0322,ACC0121,416.71,TRANSFER,2024-01-04 04:26:00,B,B,PENDING
TX004587,ACC0432,ACC0518,4916.41,TRANSFER,2024-01-04 04:27:00,A,C,PENDING
TX004588,ACC0590,ACC0507,3166.82,TRANSFER,2024-01-04 04:28:00,C,A,PENDING
TX004589,ACC0792,ACC0203,4500.36,TRANSFER,2024-01-04 04:29:00,A,C,PENDING
